State,Division,Region,Branch,Route Code,Village Name,pincode,Center Name,Group Name,Name,Loan nature,Employee Name for clinet,Existing Loan amount ,Loan Date,AGE,ID_DETAILS,ADHAAR NUMBER,Marital_Status,INCOME SOURCE,LoanStatus
Karnataka,KA 02,DODDABALLAPUR,Doddabalapur,KDODDODD,Doddabalapur,516502,Shanthinagar,Kranthi,Raval Ramilaben,1,Prasanth,47132,23-01-2015,19,535TB/26,9.76E+15,Widowed,AGRICULTURE,YES
Karnataka,KA 02,DODDABALLAPUR,Doddabalapur,KDODDODD,Doddabalapur,516257,Shanthinagar,Vedha sri,Gohel Nayanaben,1,Prasanth,199652,01-09-2015,35,389OZ-46,3.27E+15,Married,BUSINESS,YES
Karnataka,KA 02,DODDABALLAPUR,Doddabalapur,KDODDODD,Veerabadranaoalya,516215,Veerabadranaoalya,Mahalaksmi,Parmar Minaxiben,1,Prasanth,90929,24-04-2013,23,674RY/68,7.47E+15,Married,FLOWER SELLER,YES
Karnataka,KA 02,DODDABALLAPUR,Doddabalapur,KDODDODA,Malatha halli,516268,Malatha halli,Maruthi,Gohil Vasantiben,1,Prasanth,52121,17-03-2013,40,245FS-93,2.10E+15,Married,AGRICULTURE,NA
Karnataka,KA 02,DODDABALLAPUR,Doddabalapur,KDODDODA,Malatha halli,516129,Malatha halli,Annapoorneswari,Thakor Shaku ben,1,Prasanth,202787,09-07-2014,30,267EE/34,2.86E+15,Married,OTHER,YES
Karnataka,KA 02,DODDABALLAPUR,Doddabalapur,KDODDODA,Hasana gatta,516215,Hasana gatta,Sri anjaneya,Raval Hetalben,1,Prasanth,218308,26-08-2015,32,454VB-93,7.71E+15,Widowed,FLOWER SELLER,YES
Karnataka,KA 02,DODDABALLAPUR,Doddabalapur,KDODDODA,D.cross,516504,D.cross,Kamala,Shaikh Salmabanu,1,Prasanth,78018,16-04-2015,33,192ZE/10,4.05E+15,Married,AGRICULTURE,YES
Karnataka,KA 02,DODDABALLAPUR,Doddabalapur,KDODDODD,Malatha halli,516504,Malatha halli,Sneha,Pathan Raziyasultana,1,Prasanth,185340,03-06-2014,38,333VP-17,1.31E+15,Married,OTHER,YES
Karnataka,KA 04,CHAMRAJNAGAR,Chamrajnagar 2,KCHACHBB,Jannuru,516004,Jannuru,Mahadeswara,Pathan Rehanabanu,1,Nukula Tejassriram,141850,23-10-2015,39,522WE/40,4.15E+15,Married,DAIRY,YES
Tamil Nadu,TN 03,PATTUKOTTAI,PERAVURANI,TPATPERA,KILAMANGALAM,516193,KILAMANGALAM,SUREKA-2,Shaikh Khurshidabanu,1,P.Jegadeesan,93723,10-07-2013,25,211XN-39,2.84E+15,Married,BUSINESS,YES
Karnataka,KA 04,CHAMRAJNAGAR,Chamrajnagar 2,KCHACHBB,Jannuru,516128,Jannuru,Bhuvaneswari,Shekh Nashimbanu,1,Nukula Tejassriram,100805,10-11-2013,28,619ML/53,9.46E+15,Widowed,OTHER,YES
Tamil Nadu,TN 03,PATTUKOTTAI,PERAVURANI,TPATPERA,KILAMANGALAM,516237,KILAMANGALAM,SUREKA-2,Shakh Mubinabanu,1,P.Jegadeesan,62188,07-04-2013,38,334QB-95,7.96E+15,Married,AGRICULTURE,YES
Karnataka,KA 04,CHAMRAJNAGAR,Chamrajnagar 2,KCHACHBB,JannuruHosuru,516129,JannuruHosuru,POOJA,shaikh Saminabibi,1,Nukula Tejassriram,206259,21-07-2015,25,268LH/20,1.46E+15,Widowed,BUSINESS,NO
Karnataka,KA 04,CHAMRAJNAGAR,Chamrajnagar 2,KCHACHBB,JannuruHosuru,516502,JannuruHosuru,Haramadappa,Chauhan Jinatbibi,1,Nukula Tejassriram,92319,01-03-2013,41,602RQ-54,4.67E+15,Married,BUSINESS,YES
Tamil Nadu,TN 03,PATTUKOTTAI,PERAVURANI,TPATPATB,KILAMANGALAM,516002,KILAMANGALAM,SUREKA-5,Thakor Ramilaben,1,P.Jegadeesan,217240,29-09-2013,46,572NI/52,4.16E+15,Married,DAIRY,NO
Karnataka,KA 04,CHAMRAJNAGAR,Chamrajnagar 2,KCHACHBB,JannuruHosuru,516237,JannuruHosuru,Roja,Shaikh Afsanabanu,2,Nukula Tejassriram,202852,17-06-2013,19,441XV-39,4.16E+15,Widowed,BUSINESS,YES
Tamil Nadu,TN 03,PATTUKOTTAI,PERAVURANI,TPATPERA,KILAMANGALAM,516203,KILAMANGALAM,JOTHI-1,Thakor Vishnuben,1,P.Jegadeesan,71224,12-12-2015,20,470WP/90,4.61E+15,Married,BUSINESS,YES
Karnataka,KA 04,CHAMRAJNAGAR,Chamrajnagar 2,KCHACHBB,JannuruHosuru,516270,JannuruHosuru,Mallige,Thakor Vimalaben,1,Nukula Tejassriram,151237,16-03-2014,42,492OL-39,7.83E+15,Married,LAND,YES
Karnataka,KA 04,CHAMRAJNAGAR,Chamrajnagar 2,KCHACHBB,JannuruHosuru,516217,JannuruHosuru,Sampige,Senma Kailashben,1,Nukula Tejassriram,194210,07-09-2013,40,365ZC/48,7.82E+15,Married,BUSINESS,NO
Tamil Nadu,TN 03,PATTUKOTTAI,PERAVURANI,TPATPERA,KILAMANGALAM,516505,KILAMANGALAM,SUREKA,Vaghari Ramilaben,1,P.Jegadeesan,175223,27-11-2015,21,432YF-81,4.48E+15,Married,OTHER,YES
Karnataka,KA 04,CHAMRAJNAGAR,Chamrajnagar 2,KCHACHBB,JannuruHosuru,516214,JannuruHosuru,Vinayaka,Thakor Ramilaben,1,Nukula Tejassriram,110002,17-12-2015,29,268GP/45,7.69E+15,Married,OTHER,NA
Tamil Nadu,TN 03,PATTUKOTTAI,PERAVURANI,TPATPERA,THIRUNAUVR,516259,THIRUNAUVR,GANESH,Thakor Kokilaben,1,P.Jegadeesan,19115,07-07-2013,37,557CQ-76,5.93E+15,Married,AGRICULTURE,NO
Karnataka,KA 04,CHAMRAJNAGAR,Chamrajnagar 2,KCHACHBB,JannuruHosuru,516504,JannuruHosuru,Kaveri,Patel Kashmraben,1,Nukula Tejassriram,27416,20-11-2013,38,655FE/88,8.88E+15,Married,DAIRY,YES
Karnataka,KA 03,DHARWAD,Hebballi,KDWDHEBD,Managundi,516228,Karemmadevi 02,Kariyamma 3,Patel Kalpanaben,1,Venkatesh,38244,13-12-2015,32,174FE-70,2.90E+15,Married,AGRICULTURE,YES
Karnataka,KA 03,DHARWAD,Hebballi,KDWDHEBD,Managundi,516227,Karemmadevi 02,Karemmadevi 04,Bava Sushilaben,1,Venkatesh,102482,30-12-2013,44,480DZ/69,6.74E+15,Married,BUSINESS,NO
Karnataka,KA 03,DHARWAD,Hebballi,KDWDHEBD,Managundi,516267,Karemmadevi 02,Maheswari,Patel Surekhaben,1,Venkatesh,158686,24-07-2013,42,431NW-45,9.44E+15,Married,BUSINESS,YES
Karnataka,KA 04,KRISHNARAJANAGARA,Krishnarajanagara,KKRIKRIA,Marigudikopalu,516104,Mirle N,Gowtham,Patni Kankuben,1,Valluru Vinod Kumar,79793,16-06-2014,31,275MG/36,7.52E+15,Widowed,AGRICULTURE,NO
Karnataka,KA 03,DHARWAD,Hebballi,KDWDHEBB,Yattinagudda,516130,Yattinagudda,Suvasini,Thakor Manjuben,1,Venkatesh,168808,03-09-2013,32,483SY-79,6.29E+15,Married,OTHER,YES
Karnataka,KA 03,DHARWAD,Hebballi,KDWDHEBB,Yattinagudda,516503,Yattinagudda,Padmavathi,Gajjar Bhavanaben,1,Venkatesh,206597,27-02-2016,22,238BW/47,4.85E+15,Married,AGRICULTURE,YES
Karnataka,KA 03,DHARWAD,Hebballi,KDWDHEBB,Yattinagudda,516104,Yattinagudda,Manikanta,Shekh Husenaben,1,Venkatesh,164268,07-04-2013,21,446WW-56,5.92E+15,Married,OTHER,YES
Karnataka,KA 04,KRISHNARAJANAGARA,Krishnarajanagara,KKRIKRIA,Marigudikopalu,516126,Mirle N,Balaji,Bhavaya Kailashben,1,Valluru Vinod Kumar,182473,24-10-2013,27,372SU/42,8.57E+15,Married,BUSINESS,YES
Karnataka,KA 03,DHARWAD,Hebballi,KDWDHEBB,Yattinagudda,516267,Yattinagudda,Kalpana,Thakor Ushaben,1,Venkatesh,204774,02-08-2014,44,122EG-25,6.05E+15,Married,OTHER,YES
Karnataka,KA 03,DHARWAD,Hebballi,KDWDHEBB,Yattinagudda,516257,Yattinagudda,Ragavendra,Aod Fullaben,1,Venkatesh,161194,28-03-2015,46,522UN/78,6.44E+15,Married,FLOWER SELLER,NO
Karnataka,KA 03,DHARWAD,Hebballi,KDWDHEBB,Yattinagudda,516269,Yattinagudda,Lakshmi,Bhil Kesharben,1,Venkatesh,32737,02-08-2013,22,257GZ-78,7.69E+15,Widowed,FLOWER SELLER,NA
Karnataka,KA 04,KRISHNARAJANAGARA,Krishnarajanagara,KKRIKRIA,Marigudikopalu,516259,Mirle,Chamundeshwari,Bhil Sharadaben,1,Valluru Vinod Kumar,124113,17-01-2013,33,126CR/92,8.47E+15,Married,AGRICULTURE,YES
Karnataka,KA 03,DHARWAD,Hebballi,KDWDHEBB,Yattinagudda,516128,Yattinagudda,Mangala,Patani Ashaben,1,Venkatesh,25733,09-03-2014,20,318IL-43,5.65E+15,Married,FLOWER SELLER,NA
Karnataka,KA 03,DHARWAD,Hebballi,KDWDHEBB,Yattinagudda,516214,Yattinagudda,Roopa,Sape Buchidhevi,1,Venkatesh,78119,28-08-2014,33,299AY/20,7.39E+15,Widowed,AGRICULTURE,NA
Karnataka,KA 04,KRISHNARAJANAGARA,Krishnarajanagara,KKRIKRIA,Marigudikopalu,516203,Mirle,Sri Ganapathi,Patani Sakariben,1,Valluru Vinod Kumar,66951,04-07-2014,47,271UI-33,6.12E+15,Married,AGRICULTURE,YES
Karnataka,KA 03,DHARWAD,Hebballi,KDWDHEBB,Yattinagudda,516193,Yattinagudda,Rama,Bhil Kantaben,1,Venkatesh,210868,29-08-2014,27,569TC/84,6.30E+15,Married,AGRICULTURE,NO
Karnataka,KA 03,DHARWAD,Hebballi,KDWDHEBB,Kurabagatti,516101,Kurabagatti,Durgadevi,Ansari  Zarinabanu,1,Venkatesh,224882,14-02-2015,22,675CZ-20,8.28E+15,Widowed,BUSINESS,YES
Karnataka,KA 04,KRISHNARAJANAGARA,Krishnarajanagara,KKRIKRIA,Kuppebore,516101,Kuppebore,Anupama,Shaikh Jarinabibi,1,Valluru Vinod Kumar,10983,17-07-2015,38,153RP/73,7.46E+15,Married,BUSINESS,YES
Karnataka,KA 03,DHARWAD,Hebballi,KDWDHEBB,Kurabagatti,516162,Kurabagatti,Gangotri,Pathan Saminabanu Nazirkhan,1,Venkatesh,15638,15-08-2013,26,577WS-41,7.17E+15,Married,BUSINESS,YES
Karnataka,KA 03,DHARWAD,Hebballi,KDWDHEBB,Kurabagatti,516203,Kurabagatti,Saraswathi,Shekh Rubina,1,Venkatesh,220925,05-10-2015,30,232QP/56,1.83E+15,Married,DAIRY,NO
Karnataka,KA 04,KRISHNARAJANAGARA,Krishnarajanagara,KKRIKRIA,Kuppebore,516107,Kuppebore,Maruthi,Dabhi Hemlattaben,1,Valluru Vinod Kumar,144404,20-01-2016,40,288VR-62,3.96E+15,Married,AGRICULTURE,YES
Karnataka,KA 03,DHARWAD,Hebballi,KDWDHEBB,Kurabagatti,516257,Kurabagatti,Ganga,THAKOR KANCHanben,1,Venkatesh,138138,08-05-2014,39,239RM/42,2.39E+15,Married,AGRICULTURE,NO
Karnataka,KA 03,DHARWAD,Hebballi,KDWDHEBB,Pudakalakatti,516151,Pudakalakatti,Panduranga,Thakor Bhikhiben,1,Venkatesh,150762,25-12-2014,33,125TS-23,6.12E+15,Married,FLOWER SELLER,YES
Karnataka,KA 04,KRISHNARAJANAGARA,Krishnarajanagara,KKRIKRIA,Mirle,516501,Mirle,Shivashakthi,Chauhan Mumtazben,2,Valluru Vinod Kumar,202790,24-09-2015,18,693IX/75,2.69E+15,Married,FLOWER SELLER,NO
Karnataka,KA 03,DHARWAD,Hebballi,KDWDHEBB,Pudakalakatti,516152,Pudakalakatti,Atmananda 03,Thakor Hansaben,1,Venkatesh,20238,17-10-2015,18,528ZI-30,8.19E+15,Married,DAIRY,NA
Karnataka,KA 04,KRISHNARAJANAGARA,Krishnarajanagara,KKRIKRIA,Mirle,516259,Mirle,Srirama,Thakor DHariben,1,Valluru Vinod Kumar,62722,13-01-2016,30,354NZ/24,4.50E+15,Married,BUSINESS,YES
Karnataka,KA 03,DHARWAD,Hebballi,KDWDHEBB,Uppinabettageri,516504,Uppinabettageri,Uppinabettageri 1,Shekh Shaguflabanu,1,Venkatesh,228168,28-11-2015,46,354JU-48,5.75E+15,Married,DAIRY,YES
Karnataka,KA 03,DHARWAD,Hebballi,KDWDHEBB,Uppinabettageri,516127,Uppinabettageri,Mahadevi,Sajanben NA,1,Venkatesh,187420,14-12-2013,25,372ZJ/40,7.76E+15,Married,LAND,YES
Karnataka,KA 03,DHARWAD,Hebballi,KDWDHEBB,Uppinabettageri,516503,Uppinabettageri,Sreeram,Makvana Bhikhiben,1,Venkatesh,182987,02-10-2014,29,510CB-78,8.35E+15,Married,BUSINESS,NA
Karnataka,KA 03,DHARWAD,Hebballi,KDWDHEBB,Uppinabettageri,516101,Uppinabettageri,Nazar,Thakor Bhagvatiben,1,Venkatesh,110894,13-02-2013,48,261KR/39,3.01E+15,Married,DAIRY,YES
Tamil Nadu,TN 03,KUMBAKONAM,Suriyanar,TKUMSURC,Kunanchery,516502,Kunanchery,Maan 07,Goriya Champaben,1,S Dhavamani,146202,24-08-2014,26,694PI-26,5.69E+15,Married,AGRICULTURE,NA
Tamil Nadu,TN 03,KUMBAKONAM,Suriyanar,TKUMSURC,Anumanur,516203,Anumanur,Maan,rajput Vilashben,1,S Dhavamani,137927,19-08-2015,22,477WX/93,6.95E+15,Married,BUSINESS,YES
Tamil Nadu,TN 03,KUMBAKONAM,Suriyanar,TKUMSURC,Anumanur,516003,Anumanur,Maan,raval Sheetaben,1,S Dhavamani,64942,02-01-2015,46,344VW-52,2.11E+15,Married,OTHER,YES
Tamil Nadu,TN 03,KUMBAKONAM,Suriyanar,TKUMSURC,Babanasam,516108,Babanasam,Matrha 3c,Raval sangeetaben,1,S Dhavamani,229718,11-07-2013,28,587VS/88,5.66E+15,Married,AGRICULTURE,YES
Karnataka,KA 02,HOSKOTE,Thavarakere,KHOSTHAC,Ittasandra,516126,Ittasandra 01,Muniyamma,Raval Ashaben,1,Bhaskar N,36162,23-02-2015,32,502PZ-11,4.97E+15,Married,AGRICULTURE,YES
Karnataka,KA 02,HOSKOTE,Thavarakere,KHOSTHAC,Ittasandra,516163,Ittasandra 01,Chaithanya,Patel Vasanben,1,Bhaskar N,176812,08-01-2016,18,654BG/54,5.47E+15,Widowed,BUSINESS,NO
Karnataka,KA 02,HOSKOTE,Thavarakere,KHOSTHAC,Ittasandra,516502,Ittasandra 01,Ganga,Gokhale Parulben,1,Bhaskar N,41034,31-03-2015,24,432GF-33,3.75E+15,Married,BUSINESS,YES
Karnataka,KA 02,HOSKOTE,Thavarakere,KHOSTHAC,Ittasandra,516163,Ittasandra 01,Sharadha,Patni Ashaben,1,Bhaskar N,161630,22-05-2015,33,336MU/39,8.25E+15,Married,OTHER,NA
Tamil Nadu,TN 03,KUMBAKONAM,SURYANAR,TKUMSURC,Govindanallur,516107,G.Nagar 2,Nagar 2,Harijan Amaratben,1,S Dhavamani,177332,15-07-2015,39,181FL-38,3.89E+15,Married,AGRICULTURE,YES
Karnataka,KA 02,HOSKOTE,Thavarakere,KHOSTHAC,Ittasandra,516203,Ittasandra 01,Om Shakthi,Dubey Seema,1,Bhaskar N,102530,07-04-2013,18,506YI/67,1.84E+15,Married,BUSINESS,NO
Karnataka,KA 02,HOSKOTE,Thavarakere,KHOSTHAC,Ittasandra,516003,Ittasandra 01,Manimala,Thakor Parvatiben,1,Bhaskar N,91429,14-01-2015,43,465VT-29,2.64E+15,Married,DAIRY,NA
Tamil Nadu,TN 03,KUMBAKONAM,Suriyanar,TKUMSURC,Govindanallur,516003,Govindanallur,kanthan,Thakor Alkaben,1,S Dhavamani,55588,06-08-2013,33,415RR/37,3.76E+15,Married,BUSINESS,YES
Karnataka,KA 02,HOSKOTE,Thavarakere,KHOSTHAC,Ittasandra,516126,Ittasandra 01,Vinayaka,Kadam jasodaben,1,Bhaskar N,22337,19-11-2013,28,424WZ-30,8.41E+15,Married,BUSINESS,YES
Karnataka,KA 02,HOSKOTE,Thavarakere,KHOSTHAC,Ittasandra,516101,Itasandra 4,Sampige,Pathan Raziabanu,1,Bhaskar N,25501,07-05-2014,32,486RP/22,5.57E+15,Widowed,FLOWER SELLER,YES
Tamil Nadu,TN 03,KUMBAKONAM,Suriyanar,TKUMSURC,Govindanallur,516259,Govindanallur,Nagar,Shaikh Nasinbanun,1,S Dhavamani,66604,07-05-2013,33,228UC-66,9.24E+15,Widowed,OTHER,YES
Karnataka,KA 02,HOSKOTE,Thavarakere,KHOSTHAC,Ittasandra,516501,Itasandra 4,Mallige,Thakor Sagarben,1,Bhaskar N,160859,25-08-2013,32,132KS/62,3.87E+15,Married,DAIRY,YES
Tamil Nadu,TN 03,KUMBAKONAM,Suriyanar,TKUMSURC,Govindanallur,516151,Govindanallur,kanthan 4b,Makwana Niruben,1,S Dhavamani,97402,22-11-2013,21,117JH-98,1.54E+15,Married,OTHER,NA
Tamil Nadu,TN 03,PATTUKOTTAI,PERAVURANI,TPATPERA,THIRUNAUVR,516259,THIRUNAUVR,MATHA,Thakor Hinaben,1,P.Jegadeesan,140064,12-05-2014,41,267VU/69,2.09E+15,Married,OTHER,YES
Tamil Nadu,TN 03,KUMBAKONAM,Suriyanar,TKUMSURC,Babanasam,516259,Babanasam,matha 3c,Thakarada Manjibahen,1,S Dhavamani,150556,09-07-2015,41,547WZ-53,4.01E+15,Married,DAIRY,YES
Tamil Nadu,TN 03,KUMBAKONAM,Suriyanar,TKUMSURC,Babanasam,516257,Babanasam,Agathi,Chunara Poojaben,1,S Dhavamani,125303,16-09-2014,45,361MA/14,4.56E+15,Married,DAIRY,YES
Tamil Nadu,TN 03,PATTUKOTTAI,PERAVURANI,TPATPERA,THIRUNAUVR,516257,THIRUNAUVR,MATHA-2 &MATHA-3,Chunara Rekhaben,1,P.Jegadeesan,129689,16-02-2016,29,588ZS-90,7.38E+15,Married,BUSINESS,NA
Tamil Nadu,TN 03,PATTUKOTTAI,PERAVURANI,TPATPERA,THIRUNAUVR,516101,THIRUNAUVR,NAYAGAM-1,Chunara Dharmishthaben,1,P.Jegadeesan,19190,28-11-2014,33,237ZK/21,7.97E+15,Widowed,OTHER,YES
Tamil Nadu,TN 03,PATTUKOTTAI,PERAVURANI,TPATPERA,THIRUNAUVR,516151,THIRUNAUVR,MATHANA-2,Chunara Shilaben,1,P.Jegadeesan,33428,05-07-2015,34,205TP-67,8.38E+15,Widowed,AGRICULTURE,NO
Tamil Nadu,TN 03,PATTUKOTTAI,PERAVURANI,TPATPERA,VALLIMADTHUPPU,516002,VALLIMADTHUPPU,SANKARANAR &SANKARANAR-1,Sopai jarinaben,1,P.Jegadeesan,67401,15-07-2014,29,371JK/11,2.71E+15,Widowed,DAIRY,YES
Tamil Nadu,TN 03,PATTUKOTTAI,PERAVURANI,TPATPERA,KILAMANGALAM,516126,KILAMANGALAM,LAKSHMI,Chunara Urmilaben,1,P.Jegadeesan,185091,12-06-2015,35,417JB-55,9.10E+15,Married,OTHER,YES
Tamil Nadu,TN 03,PATTUKOTTAI,PERAVURANI,TPATPERA,VEDHANAYAGIPURAM,516003,VEDHANAYAGIPURAM,VEDHAM,Chunara Bindiyaben,1,P.Jegadeesan,50406,05-09-2015,19,388VC/17,5.29E+15,Married,AGRICULTURE,YES
Karnataka,KA 05,GANGAVATI,Gangavati,KGANGANA,Hosalli,516002,Hosalli,Vaishnavi,Khucherawala Rubinabanu,1,S.Arun kumar,197962,18-04-2015,36,394QM-23,5.34E+15,Widowed,AGRICULTURE,NO
Karnataka,KA 05,GANGAVATI,Gangavati,KGANGANA,Hosalli,516233,Hosalli,Kaveri,Modi Nitaben,1,S.Arun kumar,208558,20-02-2015,31,584JS/82,5.38E+15,Married,DAIRY,YES
Karnataka,KA 05,GANGAVATI,Gangavati,KGANGANA,Hosalli,516126,Hosalli 20863,Mahalaxmi,Solanki Niruben,1,S.Arun kumar,162788,06-08-2013,31,691MM-11,5.21E+15,Widowed,OTHER,YES
Karnataka,KA 05,GANGAVATI,Gangavati,KGANGANA,Hosalli,516257,Hosalli 20863,Manjunatha,Parmar Hansaben Maheshbhai,1,S.Arun kumar,31940,08-12-2015,46,585OQ/48,8.04E+15,Married,BUSINESS,YES
Karnataka,KA 05,GANGAVATI,Gangavati,KGANGANA,Hosalli,516269,Hosalli 20863,Durgadevi,Shaikh Bismillabanu,1,S.Arun kumar,204905,14-07-2013,44,465DU-43,4.90E+15,Married,OTHER,NO
Karnataka,KA 05,GANGAVATI,Gangavati,KGANGANA,Hosalli,516247,Hosalli NE,Kenchamma devi,Patel Minanaj,1,S.Arun kumar,14948,17-01-2014,18,627VS/93,9.42E+15,Married,AGRICULTURE,YES
Karnataka,KA 05,GANGAVATI,Gangavati,KGANGANA,Hosalli,516129,Hosalli NE,Huligemma devi,Rabari Sudhaben,1,S.Arun kumar,40484,14-02-2013,35,562HM-33,2.06E+15,Married,AGRICULTURE,YES
Karnataka,KA 05,GANGAVATI,Gangavati,KGANGANA,Hosalli,516128,Hosalli 223,Anjaneya,Chauhan Kokilaben,1,S.Arun kumar,12641,25-05-2014,36,201DH/48,8.96E+15,Married,BUSINESS,YES
Karnataka,KA 05,GANGAVATI,Gangavati,KGANGANA,Chikkajanthakal,516501,Chikkajanthakal003,Huligemma,shaikh Shammimbanu,1,S.Arun kumar,126724,11-03-2014,24,506JH-97,7.71E+15,Married,OTHER,NO
Karnataka,KA 05,GANGAVATI,Gangavati,KGANGANA,Vinoba nagara,516503,Vinoba nagara001,Durgadevi,Divan Banu,1,S.Arun kumar,112744,20-08-2013,30,667ZB/33,5.16E+15,Married,DAIRY,NA
Karnataka,KA 05,GANGAVATI,Gangavati,KGANGANA,Vinoba nagara,516214,Vinoba nagara001,Durgadevi,Momin Rukaiyabanu,1,S.Arun kumar,157845,06-02-2015,43,607BE-58,5.97E+15,Married,LAND,NO
Karnataka,KA 05,GANGAVATI,Gangavati,KGANGANA,Nagarahalli,516004,Nagarahalli002,Saibaba,Hasinabanu Kasamkhan Pathan,1,S.Arun kumar,152874,25-04-2013,35,170ZO/24,6.22E+15,Married,AGRICULTURE,YES
Karnataka,KA 05,GANGAVATI,Gangavati,KGANGANA,Nagarahalli,516217,Hosanagarahalli,husain basha,Ansari  Jahanara,1,S.Arun kumar,55392,11-10-2015,44,581DJ-90,7.09E+15,Widowed,FLOWER SELLER,YES
Karnataka,KA 05,GANGAVATI,Gangavati,KGANGANA,Nagarahalli,516150,Nagarahalli,Sweta,Ansari Shabanambanu,1,S.Arun kumar,47200,16-11-2013,36,305RQ/43,9.45E+15,Married,AGRICULTURE,NO
Karnataka,KA 05,GANGAVATI,Gangavati,KGANGANA,Chikkajanthakal,516126,Chikkajanthakal,Devi,shekh Rukshna,1,S.Arun kumar,209861,22-05-2015,33,627QJ-50,9.26E+15,Married,BUSINESS,YES
Tamil Nadu,TN 02,VELLORE,Vellore,TVELVELB,Bagayam,516105,Thanigaivel stt,Roja,Shekh Firojaparvin,1,Sekar,95713,11-07-2015,29,540UG/30,6.13E+15,Married,BUSINESS,NO
Karnataka,KA 05,GANGAVATI,Gangavati,KGANGANA,Chikkajanthakal,516227,Chikkajanthakal,Pampapathi,Sipai Hasinabibi,1,S.Arun kumar,225572,18-05-2014,25,282AN-35,1.49E+15,Married,AGRICULTURE,NA
Karnataka,KA 05,GANGAVATI,Gangavati,KGANGANA,Chikkajanthakal,516227,Chikkajanthakal,Gram devati,Malek Firojabanu,1,S.Arun kumar,177606,07-12-2013,45,172MK/12,3.07E+15,Married,BUSINESS,YES
Karnataka,KA 05,GANGAVATI,Gangavati,KGANGANA,Chikkajanthakal,516126,Chikkajanthakal,Valmiki,Malek Kherunbibi,1,S.Arun kumar,155452,31-05-2013,32,288GQ-82,2.30E+15,Married,DAIRY,YES
Tamil Nadu,TN 02,VELLORE,Vellore,TVELVELB,Bagayam,516152,Nadu stt,Kabilan,Pinjara Ashmabanu,1,Sekar,48327,13-03-2015,22,668SA/29,4.66E+15,Divorced,DAIRY,NA
Karnataka,KA 05,GANGAVATI,Gangavati,KGANGANA,Chikkajanthakal,516001,Chikkajanthakal00,heena,Thakor Baiba,1,S.Arun kumar,77242,10-09-2015,26,359VC-53,4.46E+15,Married,OTHER,YES
Tamil Nadu,TN 02,VELLORE,Vellore,TVELVELB,Bagayam,516270,Nk nagar,Mariya,Pathan Chandbibi,1,Sekar,13394,09-12-2015,30,145DL/91,9.68E+15,Married,AGRICULTURE,YES
Tamil Nadu,TN 02,VELLORE,Vellore,TVELVELB,Bagayam,516268,Brindhavan nagar,Imayam,Chavda Badhuben,1,Sekar,31181,19-08-2015,44,589FH-22,6.23E+15,Married,AGRICULTURE,YES
Tamil Nadu,TN 01,ULUNDURPET,Ulundurpet,TUDPUDPE,Aadhanur,516228,Aadhanur,Athavan,Chauhan Salmaben,1,P.Lakshmanan,225162,07-10-2014,41,268BT/73,5.94E+15,Married,AGRICULTURE,NA
Tamil Nadu,TN 01,ULUNDURPET,Ulundurpet,TUDPUDPE,Aadhanur,516228,Aadhanur,Athavan-2,Patni Sunitaben,1,P.Lakshmanan,171070,12-05-2013,28,139IG-36,1.91E+15,Married,OTHER,NO
Tamil Nadu,TN 01,ULUNDURPET,Ulundurpet,TUDPUDPE,Aadhanur,516228,Aadhanur,Athavan-3,Thakor Sitaben,1,P.Lakshmanan,79055,24-06-2015,18,476NG/10,8.20E+15,Married,BUSINESS,YES
Tamil Nadu,TN 01,ULUNDURPET,Ulundurpet,TUDPUDPE,Aadhanur,516228,Aadhanur,Athavan-4,Chunara  Veshaliben,1,P.Lakshmanan,58048,12-01-2016,27,330QG-96,8.26E+15,Married,FLOWER SELLER,YES
Tamil Nadu,TN 01,ULUNDURPET,Ulundurpet,TUDPUDPE,Aadhanur,516228,Aadhanur,Arul-01,Solanki Ashaben,1,P.Lakshmanan,136291,23-01-2015,47,191AE/11,9.56E+15,Married,AGRICULTURE,YES
Tamil Nadu,TN 01,ULUNDURPET,Ulundurpet,TUDPUDPE,Aadhanur,516128,Aadhanu-02,Arul-02,Rabari Sitaben,1,P.Lakshmanan,211645,02-10-2013,31,324XZ-83,7.47E+15,Married,FLOWER SELLER,YES
Karnataka,KA 05,SINDHANUR,Kallur,KSINKALA,Eluragicamp,516503,Eluragicamp,Manikantha,Solanki Savitriben,1,Kundan,171728,11-07-2014,26,679JN/82,5.08E+15,Widowed,OTHER,NA
Karnataka,KA 05,SINDHANUR,Kallur,KSINKALA,Hiluragichamp Sindhanur,516129,Manikantha,Manikantha,Vaghari Mayaben,1,Kundan,150373,26-08-2014,37,478BX-68,2.23E+15,Married,AGRICULTURE,YES
Karnataka,KA 05,SINDHANUR,Kallur,KSINKALA,Sindhanur,516108,07Ragicamp,Thahera,Thakor Kokilaben,1,Kundan,51453,28-01-2016,32,695JE/53,1.33E+15,Widowed,FLOWER SELLER,NA
Karnataka,KA 05,SINDHANUR,Kallur,KSINKALA,Hiluragichamp Sindhanur,516259,Hiluragichamp02,Kalpana,Kushvah Lataben,1,Kundan,193256,28-10-2013,32,657WI-73,2.89E+15,Married,BUSINESS,YES
Karnataka,KA 05,SINDHANUR,Kallur,KSINKALA,Rytnagar camp,516162,Rytnagar camp,Sri laxmi,Vanzara Sitaben,1,Kundan,82470,22-09-2013,21,654BW/33,4.62E+15,Married,AGRICULTURE,NA
